route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
67,1,3254958,LAS PALMAS,,0,876305,165926,0,0
67,1,3254959,LAS PALMAS,,0,876304,165926,0,0
67,1,3254960,LAS PALMAS,,0,876303,165926,0,0
67,1,3254961,LAS PALMAS,,0,876302,165926,0,0
67,1,3254962,LAS PALMAS,,0,876301,165926,0,0
67,1,3254963,LAS PALMAS,,0,876306,165926,0,0
67,1,3254964,LAS PALMAS,,0,876300,165926,0,0
67,1,3254965,LAS PALMAS,,0,876305,165926,0,0
67,1,3254966,LAS PALMAS,,0,876304,165926,0,0
67,1,3254967,LAS PALMAS,,0,876302,165926,0,0
67,1,3254968,LAS PALMAS,,0,876306,165926,0,0
67,1,3255001,DOWNTOWN,,1,876302,165929,0,0
67,1,3255000,DOWNTOWN,,1,876301,165929,0,0
67,1,3254999,DOWNTOWN,,1,876300,165929,0,0
67,1,3254998,DOWNTOWN,,1,876305,165929,0,0
67,1,3254997,DOWNTOWN,,1,876304,165929,0,0
67,1,3254996,DOWNTOWN,,1,876303,165929,0,0
67,1,3254995,DOWNTOWN,,1,876302,165929,0,0
67,1,3254994,DOWNTOWN,,1,876301,165929,0,0
67,1,3254993,DOWNTOWN,,1,876300,165929,0,0
67,1,3254992,DOWNTOWN,,1,876305,165929,0,0
67,1,3254991,DOWNTOWN,,1,876304,165929,0,0
67,1,3254990,DOWNTOWN,,1,876303,165929,0,0
67,1,3254989,DOWNTOWN,,1,876302,165929,0,0
67,1,3254988,DOWNTOWN,,1,876301,165929,0,0
67,1,3254987,DOWNTOWN,,1,876300,165929,0,0
67,1,3254986,DOWNTOWN,,1,876305,165929,0,0
67,1,3254985,DOWNTOWN,,1,876304,165929,0,0
67,1,3254984,DOWNTOWN,,1,876303,165929,0,0
67,1,3254983,DOWNTOWN,,1,876302,165929,0,0
67,1,3254982,DOWNTOWN,,1,876301,165929,0,0
67,1,3254981,DOWNTOWN,,1,876306,165929,0,0
67,1,3254980,DOWNTOWN,,1,876300,165929,0,0
67,1,3254979,DOWNTOWN,,1,876305,165929,0,0
67,1,3254978,DOWNTOWN,,1,876304,165929,0,0
67,1,3254977,DOWNTOWN,,1,876303,165929,0,0
67,1,3254976,DOWNTOWN,,1,876302,165929,0,0
67,1,3254975,DOWNTOWN,,1,876301,165929,0,0
67,1,3254974,DOWNTOWN,,1,876306,165929,0,0
67,1,3254973,DOWNTOWN/GARAGE,,1,876300,165930,0,0
67,1,3254972,DOWNTOWN,,1,876305,165929,0,0
67,1,3254969,DOWNTOWN/GARAGE,,1,876304,165930,0,0
67,1,3254971,DOWNTOWN,,1,876302,165929,0,0
67,1,3254970,DOWNTOWN/GARAGE,,1,876306,165930,0,0
68,1,3255247,UNIVERSITY FAMILY HEALTH CENTER,,0,875271,165934,0,0
68,1,3255246,UNIVERSITY FAMILY HEALTH CENTER,,0,875270,165934,0,0
68,1,3255245,UNIVERSITY FAMILY HEALTH CENTER,,0,875269,165934,0,0
68,1,3255244,UNIVERSITY FAMILY HEALTH CENTER,,0,875266,165934,0,0
68,1,3255243,UNIVERSITY FAMILY HEALTH CENTER,,0,875272,165934,0,0
68,1,3255242,LAS PALMAS,,0,875275,165933,0,0
68,1,3255217,UNIVERSITY FAMILY HEALTH CENTER,,0,875271,165934,0,0
68,1,3255241,LAS PALMAS,,0,875268,165933,0,0
68,1,3255216,UNIVERSITY FAMILY HEALTH CENTER,,0,875270,165934,0,0
68,1,3255240,LAS PALMAS,,0,875273,165933,0,0
68,1,3255215,UNIVERSITY FAMILY HEALTH CENTER,,0,875269,165934,0,0
68,1,3255239,LAS PALMAS,,0,875275,165933,0,0
68,1,3255214,UNIVERSITY FAMILY HEALTH CENTER,,0,875266,165934,0,0
68,1,3255238,LAS PALMAS,,0,875268,165933,0,0
68,1,3255213,UNIVERSITY FAMILY HEALTH CENTER,,0,875272,165934,0,0
68,1,3255237,LAS PALMAS,,0,875273,165933,0,0
68,1,3255212,UNIVERSITY FAMILY HEALTH CENTER,,0,875271,165934,0,0
68,1,3255236,LAS PALMAS,,0,875275,165933,0,0
68,1,3255211,UNIVERSITY FAMILY HEALTH CENTER,,0,875270,165934,0,0
68,1,3255235,LAS PALMAS,,0,875268,165933,0,0
68,1,3255210,UNIVERSITY FAMILY HEALTH CENTER,,0,875269,165934,0,0
68,1,3255234,LAS PALMAS,,0,875273,165933,0,0
68,1,3255209,UNIVERSITY FAMILY HEALTH CENTER,,0,875266,165934,0,0
68,1,3255233,LAS PALMAS,,0,875268,165933,0,0
68,1,3255208,UNIVERSITY FAMILY HEALTH CENTER,,0,875272,165934,0,0
68,1,3255232,LAS PALMAS,,0,875273,165933,0,0
68,1,3255207,UNIVERSITY FAMILY HEALTH CENTER,,0,875271,165934,0,0
68,1,3255231,LAS PALMAS,,0,875268,165933,0,0
68,1,3255206,UNIVERSITY FAMILY HEALTH CENTER,,0,875270,165934,0,0
68,1,3255230,LAS PALMAS,,0,875273,165933,0,0
68,1,3255205,UNIVERSITY FAMILY HEALTH CENTER,,0,875269,165934,0,0
68,1,3255229,LAS PALMAS,,0,875268,165933,0,0
68,1,3255204,UNIVERSITY FAMILY HEALTH CENTER,,0,875266,165934,0,0
68,1,3255228,LAS PALMAS,,0,875273,165933,0,0
68,1,3255203,UNIVERSITY FAMILY HEALTH CENTER,,0,875272,165934,0,0
68,1,3255227,LAS PALMAS,,0,875268,165933,0,0
68,1,3255202,UNIVERSITY FAMILY HEALTH CENTER,,0,875271,165934,0,0
68,1,3255226,LAS PALMAS,,0,875267,165933,0,0
68,1,3255201,UNIVERSITY FAMILY HEALTH CENTER,,0,875270,165934,0,0
68,1,3255225,LAS PALMAS,,0,875274,165933,0,0
68,1,3255200,UNIVERSITY FAMILY HEALTH CENTER,,0,875273,165934,0,0
68,1,3255224,LAS PALMAS,,0,875269,165933,0,0
68,1,3255199,UNIVERSITY FAMILY HEALTH CENTER,,0,875268,165934,0,0
68,1,3255223,LAS PALMAS,,0,875266,165933,0,0
68,1,3255198,UNIVERSITY FAMILY HEALTH CENTER,,0,875267,165934,0,0
68,1,3255222,LAS PALMAS,,0,875272,165933,0,0
68,1,3255197,UNIVERSITY FAMILY HEALTH CENTER,,0,875274,165934,0,0
68,1,3255221,LAS PALMAS,,0,875271,165933,0,0
68,1,3255196,UNIVERSITY FAMILY HEALTH CENTER,,0,875269,165934,0,0
68,1,3255220,LAS PALMAS,,0,875270,165933,0,0
68,1,3255195,UNIVERSITY FAMILY HEALTH CENTER,,0,875266,165934,0,0
68,1,3255219,LAS PALMAS,,0,875273,165933,0,0
68,1,3255194,UNIVERSITY FAMILY HEALTH CENTER,,0,875272,165934,0,0
68,1,3255218,UNIVERSITY FAMILY HEALTH CENTER,,0,875268,165934,0,0
68,1,3255187,UNIVERSITY FAMILY HEALTH CENTER,,0,875269,165934,0,0
68,1,3255193,UNIVERSITY FAMILY HEALTH CENTER,,0,875271,165934,0,0
68,1,3255192,UNIVERSITY FAMILY HEALTH CENTER,,0,875270,165934,0,0
68,1,3255191,UNIVERSITY FAMILY HEALTH CENTER,,0,875273,165934,0,0
68,1,3255190,UNIVERSITY FAMILY HEALTH CENTER,,0,875272,165934,0,0
68,1,3255189,UNIVERSITY FAMILY HEALTH CENTER,,0,875269,165934,0,0
68,1,3255188,UNIVERSITY FAMILY HEALTH CENTER,,0,875271,165934,0,0
68,1,3255333,CENTRO PLAZA/DWNTWN/LOOP,,1,875271,165942,0,0
68,1,3255332,CENTRO PLAZA/DWNTWN/LOOP,,1,875270,165939,0,0
68,1,3255330,CENTRO PLAZA/DOWNTOWN,,1,875271,165944,0,0
68,1,3255271,CENTRO PLAZA/DOWNTOWN,,1,875275,165941,0,0
68,1,3255331,CENTRO PLAZA/DOWNTOWN,,1,875270,165944,0,0
68,1,3255329,CENTRO PLAZA/DOWNTOWN,,1,875268,165941,0,0
68,1,3255304,CENTRO PLAZA/DOWNTOWN,,1,875269,165944,0,0
68,1,3255328,CENTRO PLAZA/DOWNTOWN,,1,875273,165941,0,0
68,1,3255303,CENTRO PLAZA/DOWNTOWN,,1,875266,165944,0,0
68,1,3255327,CENTRO PLAZA/DOWNTOWN,,1,875275,165941,0,0
68,1,3255270,CENTRO PLAZA/DOWNTOWN,,1,875272,165938,0,0
68,1,3255302,CENTRO PLAZA/DOWNTOWN,,1,875272,165941,0,0
68,1,3255326,CENTRO PLAZA/DOWNTOWN,,1,875268,165941,0,0
68,1,3255269,CENTRO PLAZA/DOWNTOWN,,1,875271,165938,0,0
68,1,3255301,CENTRO PLAZA/DOWNTOWN,,1,875271,165941,0,0
68,1,3255325,CENTRO PLAZA/DOWNTOWN,,1,875273,165941,0,0
68,1,3255268,CENTRO PLAZA/DOWNTOWN,,1,875270,165938,0,0
68,1,3255300,CENTRO PLAZA/DOWNTOWN,,1,875270,165941,0,0
68,1,3255324,CENTRO PLAZA/DOWNTOWN,,1,875275,165941,0,0
68,1,3255267,CENTRO PLAZA/DOWNTOWN,,1,875269,165938,0,0
68,1,3255299,CENTRO PLAZA/DOWNTOWN,,1,875269,165941,0,0
68,1,3255323,CENTRO PLAZA/DOWNTOWN,,1,875268,165941,0,0
68,1,3255266,CENTRO PLAZA/DOWNTOWN,,1,875266,165938,0,0
68,1,3255298,CENTRO PLAZA/DOWNTOWN,,1,875266,165941,0,0
68,1,3255322,CENTRO PLAZA/DOWNTOWN,,1,875273,165941,0,0
68,1,3255265,CENTRO PLAZA/DOWNTOWN,,1,875272,165938,0,0
68,1,3255297,CENTRO PLAZA/DOWNTOWN,,1,875272,165941,0,0
68,1,3255321,CENTRO PLAZA/DOWNTOWN/GARAGE,,1,875275,165940,0,0
68,1,3255264,CENTRO PLAZA/DOWNTOWN,,1,875271,165938,0,0
68,1,3255296,CENTRO PLAZA/DOWNTOWN,,1,875271,165941,0,0
68,1,3255320,CENTRO PLAZA/DWNTWN/LOOP,,1,875268,165939,0,0
68,1,3255263,CENTRO PLAZA/DOWNTOWN,,1,875270,165938,0,0
68,1,3255295,CENTRO PLAZA/DOWNTOWN,,1,875270,165941,0,0
68,1,3255319,CENTRO PLAZA/DWNTWN/LOOP,,1,875273,165939,0,0
68,1,3255262,CENTRO PLAZA/DOWNTOWN,,1,875269,165938,0,0
68,1,3255294,CENTRO PLAZA/DOWNTOWN,,1,875269,165941,0,0
68,1,3255318,CENTRO PLAZA/DWNTWN/LOOP,,1,875268,165939,0,0
68,1,3255261,CENTRO PLAZA/DOWNTOWN,,1,875266,165938,0,0
68,1,3255293,CENTRO PLAZA/DOWNTOWN,,1,875266,165941,0,0
68,1,3255317,CENTRO PLAZA/DWNTWN/LOOP,,1,875273,165939,0,0
68,1,3255260,CENTRO PLAZA/DOWNTOWN,,1,875272,165938,0,0
68,1,3255292,CENTRO PLAZA/DOWNTOWN,,1,875272,165941,0,0
68,1,3255316,CENTRO PLAZA/DWNTWN/LOOP,,1,875268,165939,0,0
68,1,3255259,CENTRO PLAZA/DOWNTOWN,,1,875271,165938,0,0
68,1,3255291,CENTRO PLAZA/DOWNTOWN,,1,875271,165941,0,0
68,1,3255315,CENTRO PLAZA/DWNTWN/LOOP,,1,875273,165939,0,0
68,1,3255258,CENTRO PLAZA/DOWNTOWN,,1,875270,165938,0,0
68,1,3255290,CENTRO PLAZA/DOWNTOWN,,1,875270,165941,0,0
68,1,3255314,CENTRO PLAZA/DWNTWN/LOOP,,1,875268,165939,0,0
68,1,3255257,CENTRO PLAZA/DOWNTOWN,,1,875269,165938,0,0
68,1,3255289,CENTRO PLAZA/DOWNTOWN,,1,875269,165941,0,0
68,1,3255313,CENTRO PLAZA/DOWNTOWN,,1,875273,165941,0,0
68,1,3255256,CENTRO PLAZA/DOWNTOWN,,1,875266,165938,0,0
68,1,3255288,CENTRO PLAZA/DOWNTOWN,,1,875266,165941,0,0
68,1,3255312,CENTRO PLAZA/DOWNTOWN,,1,875268,165941,0,0
68,1,3255255,CENTRO PLAZA/DOWNTOWN,,1,875272,165938,0,0
68,1,3255287,CENTRO PLAZA/DOWNTOWN,,1,875272,165941,0,0
68,1,3255311,CENTRO PLAZA/DOWNTOWN,,1,875267,165941,0,0
68,1,3255254,CENTRO PLAZA/DOWNTOWN,,1,875271,165938,0,0
68,1,3255286,CENTRO PLAZA/DOWNTOWN,,1,875271,165941,0,0
68,1,3255310,CENTRO PLAZA/DOWNTOWN,,1,875274,165941,0,0
68,1,3255253,CENTRO PLAZA/DOWNTOWN,,1,875270,165938,0,0
68,1,3255285,CENTRO PLAZA/DOWNTOWN,,1,875270,165941,0,0
68,1,3255309,CENTRO PLAZA/DOWNTOWN,,1,875269,165941,0,0
68,1,3255252,CENTRO PLAZA/DOWNTOWN,,1,875273,165938,0,0
68,1,3255284,CENTRO PLAZA/DOWNTOWN,,1,875273,165941,0,0
68,1,3255308,CENTRO PLAZA/DOWNTOWN,,1,875266,165941,0,0
68,1,3255251,CENTRO PLAZA/DOWNTOWN,,1,875268,165938,0,0
68,1,3255283,CENTRO PLAZA/DOWNTOWN,,1,875268,165941,0,0
68,1,3255307,CENTRO PLAZA/DOWNTOWN,,1,875272,165941,0,0
68,1,3255250,CENTRO PLAZA/DOWNTOWN,,1,875267,165938,0,0
68,1,3255282,CENTRO PLAZA/DOWNTOWN,,1,875267,165941,0,0
68,1,3255306,CENTRO PLAZA/DOWNTOWN,,1,875271,165941,0,0
68,1,3255249,CENTRO PLAZA/DOWNTOWN,,1,875274,165938,0,0
68,1,3255281,CENTRO PLAZA/DOWNTOWN/GARAGE,,1,875274,165940,0,0
68,1,3255305,CENTRO PLAZA/DOWNTOWN,,1,875270,165941,0,0
68,1,3255248,CENTRO PLAZA/DOWNTOWN,,1,875269,165938,0,0
68,1,3255280,CENTRO PLAZA/DWNTWN/LOOP,,1,875269,165939,0,0
68,1,3255279,CENTRO PLAZA/DOWNTOWN,,1,875273,165941,0,0
68,1,3255272,CENTRO PLAZA/DOWNTOWN,,1,875272,165944,0,0
68,1,3255278,CENTRO PLAZA/DOWNTOWN,,1,875269,165944,0,0
68,1,3255277,CENTRO PLAZA/DOWNTOWN,,1,875271,165944,0,0
68,1,3255276,CENTRO PLAZA/DOWNTOWN,,1,875270,165944,0,0
68,1,3255275,CENTRO PLAZA/DOWNTOWN,,1,875272,165944,0,0
68,1,3255274,CENTRO PLAZA/DOWNTOWN/GARAGE,,1,875269,165943,0,0
68,1,3255273,CENTRO PLAZA/DOWNTOWN/GARAGE,,1,875271,165943,0,0
70,1,3255863,DOWNTOWN,,0,875137,165947,0,0
70,1,3255849,DOWNTOWN,,0,875135,165947,0,0
70,1,3255850,DOWNTOWN,,0,875137,165947,0,0
70,1,3255851,DOWNTOWN,,0,875135,165947,0,0
70,1,3255852,DOWNTOWN,,0,875137,165947,0,0
70,1,3255862,DOWNTOWN,,0,875135,165947,0,0
70,1,3255861,DOWNTOWN,,0,875137,165947,0,0
70,1,3255860,DOWNTOWN,,0,875135,165947,0,0
70,1,3255859,DOWNTOWN,,0,875137,165947,0,0
70,1,3255858,DOWNTOWN,,0,875135,165947,0,0
70,1,3255857,DOWNTOWN,,0,875137,165947,0,0
70,1,3255856,DOWNTOWN,,0,875135,165947,0,0
70,1,3255855,DOWNTOWN,,0,875137,165947,0,0
70,1,3255854,DOWNTOWN,,0,875135,165947,0,0
70,1,3255853,DOWNTOWN,,0,875137,165946,0,0
70,1,3255877,LAS PALMAS,,1,875135,165950,0,0
70,1,3255876,LAS PALMAS,,1,875137,165950,0,0
70,1,3255875,LAS PALMAS,,1,875135,165950,0,0
70,1,3255874,LAS PALMAS,,1,875137,165950,0,0
70,1,3255873,LAS PALMAS,,1,875135,165950,0,0
70,1,3255872,LAS PALMAS,,1,875137,165950,0,0
70,1,3255871,LAS PALMAS,,1,875135,165950,0,0
70,1,3255864,LAS PALMAS,,1,875137,165950,0,0
70,1,3255865,LAS PALMAS,,1,875135,165950,0,0
70,1,3255866,LAS PALMAS,,1,875137,165950,0,0
70,1,3255867,LAS PALMAS,,1,875135,165950,0,0
70,1,3255870,LAS PALMAS,,1,875137,165950,0,0
70,1,3255869,LAS PALMAS,,1,875135,165950,0,0
70,1,3255868,LAS PALMAS,,1,875137,165950,0,0
75,1,3256404,ACME/DOWNTOWN,,0,875221,165957,0,0
75,1,3256405,EL PASO/DOWNTOWN,,0,875225,165966,0,0
75,1,3256406,ACME/DOWNTOWN,,0,875219,165957,0,0
75,1,3256407,EL PASO/DOWNTOWN,,0,875224,165966,0,0
75,1,3256411,ACME/DOWNTOWN,,0,875223,165957,0,0
75,1,3256412,EL PASO/DOWNTOWN,,0,875153,165966,0,0
75,1,3256413,ACME/DOWNTOWN,,0,875222,165957,0,0
75,1,3256414,EL PASO/DOWNTOWN,,0,875221,165966,0,0
75,1,3256415,ACME/DOWNTOWN,,0,875226,165957,0,0
75,1,3256416,EL PASO/DOWNTOWN,,0,875225,165966,0,0
75,1,3256417,ACME/DOWNTOWN,,0,875227,165957,0,0
75,1,3256418,EL PASO/DOWNTOWN,,0,875224,165966,0,0
75,1,3256419,ACME/DOWNTOWN,,0,875219,165957,0,0
75,1,3256420,EL PASO/DOWNTOWN,,0,875153,165966,0,0
75,1,3256421,ACME/DOWNTOWN,,0,875223,165957,0,0
75,1,3256422,EL PASO/DOWNTOWN,,0,875221,165966,0,0
75,1,3256423,ACME/DOWNTOWN,,0,875222,165957,0,0
75,1,3256424,EL PASO/DOWNTOWN,,0,875225,165966,0,0
75,1,3256425,ACME/DOWNTOWN,,0,875226,165957,0,0
75,1,3256426,EL PASO/DOWNTOWN,,0,875224,165966,0,0
75,1,3256427,ACME/DOWNTOWN,,0,875227,165957,0,0
75,1,3256428,EL PASO/DOWNTOWN,,0,875153,165966,0,0
75,1,3256429,ACME/DOWNTOWN,,0,875219,165957,0,0
75,1,3256430,EL PASO/DOWNTOWN,,0,875221,165966,0,0
75,1,3256431,ACME/DOWNTOWN,,0,875223,165957,0,0
75,1,3256432,EL PASO/DOWNTOWN,,0,875225,165966,0,0
75,1,3256433,ACME/DOWNTOWN,,0,875222,165957,0,0
75,1,3256434,EL PASO/DOWNTOWN,,0,875224,165966,0,0
75,1,3256435,ACME/DOWNTOWN,,0,875226,165957,0,0
75,1,3256436,EL PASO/DOWNTOWN,,0,875153,165966,0,0
75,1,3256437,ACME/DOWNTOWN,,0,875227,165957,0,0
75,1,3256438,EL PASO/DOWNTOWN,,0,875220,165966,0,0
75,1,3256439,ACME/DOWNTOWN,,0,875221,165957,0,0
75,1,3256379,EL PASO/DOWNTOWN,,0,875219,165966,0,0
75,1,3256380,ACME/DOWNTOWN,,0,875225,165957,0,0
75,1,3256381,EL PASO/DOWNTOWN,,0,875223,165966,0,0
75,1,3256410,ACME/DOWNTOWN,,0,875224,165957,0,0
75,1,3256376,EL PASO/DOWNTOWN,,0,875222,165966,0,0
75,1,3256409,ACME/DOWNTOWN,,0,875153,165957,0,0
75,1,3256408,EL PASO/DOWNTOWN,,0,875226,165966,0,0
75,1,3256403,ACME/DOWNTOWN,,0,875220,165958,0,0
75,1,3256396,EL PASO/DOWNTOWN,,0,875227,165962,0,0
75,1,3256402,ACME/DOWNTOWN,,0,875219,165957,0,0
75,1,3256395,EL PASO/DOWNTOWN,,0,875221,165966,0,0
75,1,3256401,ACME/DOWNTOWN,,0,875223,165957,0,0
75,1,3256394,EL PASO/DOWNTOWN,,0,875225,165966,0,0
75,1,3256375,ACME/DOWNTOWN,,0,875222,165957,0,0
75,1,3256400,EL PASO/DOWNTOWN,,0,875224,165966,0,0
75,1,3256393,ACME/DOWNTOWN,,0,875226,165957,0,0
75,1,3256399,EL PASO/DOWNTOWN,,0,875153,165966,0,0
75,1,3256392,ACME/DOWNTOWN,,0,875220,165957,0,0
75,1,3256398,EL PASO/DOWNTOWN,,0,875227,165966,0,0
75,1,3256397,ACME/DOWNTOWN,,0,875221,165957,0,0
75,1,3256391,EL PASO/DOWNTOWN,,0,875219,165963,0,0
75,1,3256388,ACME/DOWNTOWN,,0,875225,165958,0,0
75,1,3256390,EL PASO/DOWNTOWN,,0,875223,165964,0,0
75,1,3256387,ACME/DOWNTOWN,,0,875224,165958,0,0
75,1,3256389,EL PASO/DOWNTOWN,,0,875222,165964,0,0
75,1,3256378,ACME/DOWNTOWN,,0,875153,165958,0,0
75,1,3256377,EL PASO/DOWNTOWN,,0,875226,165964,0,0
75,1,3256382,ACME/DOWNTOWN,,0,875227,165958,0,0
75,1,3256383,EL PASO/DOWNTOWN,,0,875220,165963,0,0
75,1,3256384,ACME/DOWNTOWN,,0,875219,165959,0,0
75,1,3256385,EL PASO/DOWNTOWN,,0,875224,165963,0,0
75,1,3256386,ACME/DOWNTOWN,,0,875153,165960,0,0
75,1,3256492,ACME/SW CLIINC,,1,875225,165970,0,0
75,1,3256491,EL PASO/SW CLINIC,,1,875222,165971,0,0
75,1,3256490,ACME/SW CLIINC,,1,875221,165970,0,0
75,1,3256489,EL PASO/SW CLINIC,,1,875226,165971,0,0
75,1,3256488,ACME/SW CLIINC,,1,875225,165970,0,0
75,1,3256487,EL PASO/SW CLINIC,,1,875227,165971,0,0
75,1,3256486,ACME/SW CLIINC,,1,875224,165970,0,0
75,1,3256485,EL PASO/SW CLINIC,,1,875219,165971,0,0
75,1,3256484,ACME/SW CLIINC,,1,875153,165970,0,0
75,1,3256483,EL PASO/SW CLINIC,,1,875223,165971,0,0
75,1,3256482,ACME/SW CLIINC,,1,875221,165970,0,0
75,1,3256481,EL PASO/SW CLINIC,,1,875222,165971,0,0
75,1,3256480,ACME/SW CLIINC,,1,875225,165970,0,0
75,1,3256479,EL PASO/SW CLINIC,,1,875226,165971,0,0
75,1,3256478,ACME/SW CLIINC,,1,875224,165970,0,0
75,1,3256477,EL PASO/SW CLINIC,,1,875227,165971,0,0
75,1,3256476,ACME/SW CLIINC,,1,875153,165970,0,0
75,1,3256475,EL PASO/SW CLINIC,,1,875219,165971,0,0
75,1,3256474,ACME/SW CLIINC,,1,875221,165970,0,0
75,1,3256473,EL PASO/SW CLINIC,,1,875223,165971,0,0
75,1,3256472,ACME/SW CLIINC,,1,875225,165970,0,0
75,1,3256471,EL PASO/SW CLINIC,,1,875222,165971,0,0
75,1,3256470,ACME/SW CLIINC,,1,875224,165970,0,0
75,1,3256469,EL PASO/SW CLINIC,,1,875226,165971,0,0
75,1,3256468,ACME/SW CLIINC,,1,875153,165970,0,0
75,1,3256467,EL PASO/SW CLINIC,,1,875227,165971,0,0
75,1,3256466,ACME/SW CLIINC,,1,875220,165970,0,0
75,1,3256465,EL PASO/SW CLINIC,,1,875221,165971,0,0
75,1,3256464,ACME/SW CLIINC,,1,875219,165970,0,0
75,1,3256463,EL PASO/SW CLINIC,,1,875225,165971,0,0
75,1,3256462,ACME/SW CLIINC,,1,875223,165970,0,0
75,1,3256493,EL PASO/SW CLINIC,,1,875224,165971,0,0
75,1,3256441,ACME/SW CLIINC,,1,875222,165970,0,0
75,1,3256500,EL PASO/SW CLINIC,,1,875153,165971,0,0
75,1,3256499,ACME/SW CLIINC,,1,875226,165970,0,0
75,1,3256498,EL PASO/SW CLINIC,,1,875220,165971,0,0
75,1,3256497,ACME/SW CLIINC,,1,875227,165970,0,0
75,1,3256496,EL PASO/SW CLINIC,,1,875219,165971,0,0
75,1,3256495,ACME/SW CLIINC,,1,875221,165970,0,0
75,1,3256494,EL PASO/SW CLINIC,,1,875223,165971,0,0
75,1,3256440,ACME/SW CLIINC,,1,875225,165970,0,0
75,1,3256442,EL PASO/SW CLINIC,,1,875222,165971,0,0
75,1,3256443,ACME/SW CLIINC,,1,875224,165970,0,0
75,1,3256449,EL PASO/SW CLINIC,,1,875226,165971,0,0
75,1,3256444,ACME/SW CLIINC,,1,875153,165970,0,0
75,1,3256450,EL PASO/SW CLINIC,,1,875220,165971,0,0
75,1,3256445,ACME/SW CLIINC,,1,875227,165970,0,0
75,1,3256451,EL PASO/SW CLINIC,,1,875221,165971,0,0
75,1,3256446,ACME/SW CLIINC,,1,875219,165970,0,0
75,1,3256452,EL PASO/SW CLINIC,,1,875225,165971,0,0
75,1,3256447,ACME/SW CLIINC,,1,875223,165970,0,0
75,1,3256453,EL PASO/SW CLINIC,,1,875224,165971,0,0
75,1,3256448,ACME/SW CLIINC,,1,875222,165970,0,0
75,1,3256454,EL PASO/SW CLINIC,,1,875153,165971,0,0
75,1,3256458,ACME/SW CLIINC,,1,875226,165970,0,0
75,1,3256455,EL PASO/SW CLINIC,,1,875227,165971,0,0
75,1,3256456,ACME/SW CLIINC,,1,875220,165970,0,0
75,1,3256459,EL PASO/SW CLINIC,,1,875219,165971,0,0
75,1,3256457,ACME/SW CLIINC,,1,875224,165970,0,0
75,1,3256460,EL PASO/SW CLINIC,,1,875153,165971,0,0
75,1,3256461,ACME/SW CLIINC,,1,875227,165970,0,0
76,1,3256967,,,0,875404,166245,0,0
76,1,3256966,,,0,875398,166245,0,0
76,1,3256965,,,0,875400,166245,0,0
76,1,3256964,,,0,875305,166245,0,0
76,1,3256963,,,0,875405,166245,0,0
76,1,3256962,,,0,875397,166245,0,0
76,1,3256961,,,0,875404,166245,0,0
76,1,3256960,,,0,875401,166245,0,0
76,1,3256959,,,0,875403,166245,0,0
76,1,3256958,,,0,875398,166245,0,0
76,1,3256990,,,0,875399,166245,0,0
76,1,3256991,,,0,875400,166245,0,0
76,1,3256992,,,0,875402,166245,0,0
76,1,3256993,,,0,875305,166245,0,0
76,1,3256994,,,0,875405,166245,0,0
76,1,3256995,,,0,875397,166245,0,0
76,1,3256996,,,0,875404,166245,0,0
76,1,3256957,,,0,875401,166245,0,0
76,1,3256939,,,0,875403,166245,0,0
76,1,3256956,,,0,875398,166245,0,0
76,1,3256937,,,0,875399,166245,0,0
76,1,3256955,,,0,875400,166245,0,0
76,1,3256936,,,0,875402,166245,0,0
76,1,3256954,,,0,875305,166245,0,0
76,1,3256938,,,0,875405,166245,0,0
76,1,3256953,,,0,875397,166245,0,0
76,1,3256941,,,0,875404,166245,0,0
76,1,3256952,,,0,875401,166245,0,0
76,1,3256942,,,0,875403,166245,0,0
76,1,3256951,,,0,875398,166245,0,0
76,1,3256950,,,0,875399,166245,0,0
76,1,3256949,,,0,875400,166245,0,0
76,1,3256948,,,0,875402,166245,0,0
76,1,3256947,,,0,875305,166245,0,0
76,1,3256946,,,0,875405,166245,0,0
76,1,3256945,,,0,875397,166245,0,0
76,1,3256944,,,0,875404,166245,0,0
76,1,3256943,,,0,875401,166245,0,0
76,1,3256989,,,0,875403,166245,0,0
76,1,3256988,,,0,875398,166245,0,0
76,1,3256987,,,0,875399,166245,0,0
76,1,3256986,,,0,875400,166245,0,0
76,1,3256985,,,0,875402,166245,0,0
76,1,3256984,,,0,875305,166245,0,0
76,1,3256983,,,0,875405,166245,0,0
76,1,3256982,,,0,875397,166245,0,0
76,1,3256981,,,0,875404,166245,0,0
76,1,3256980,,,0,875401,166245,0,0
76,1,3256979,,,0,875403,166245,0,0
76,1,3256978,,,0,875398,166245,0,0
76,1,3256977,,,0,875399,166249,0,0
76,1,3256976,,,0,875400,166245,0,0
76,1,3256940,,,0,875402,166245,0,0
76,1,3256975,,,0,875305,166245,0,0
76,1,3256974,,,0,875397,166245,0,0
76,1,3256973,,,0,875401,166245,0,0
76,1,3256972,,,0,875398,166245,0,0
76,1,3256971,,,0,875400,166245,0,0
76,1,3256970,,,0,875305,166245,0,0
76,1,3256969,,,0,875397,166245,0,0
76,1,3256968,,,0,875401,166245,0,0
76,1,3257056,DOWNTOWN,,1,875400,165979,0,0
76,1,3257059,DOWNTOWN,,1,875405,165979,0,0
76,1,3257058,DOWNTOWN,,1,875404,165979,0,0
